Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2014,2014,1000 US$,32557,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2015,2015,1000 US$,32548,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2016,2016,1000 US$,36835,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2017,2017,1000 US$,35954,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2018,2018,1000 US$,39059,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2019,2019,1000 US$,38165,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2020,2020,1000 US$,45551,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2021,2021,1000 US$,55926,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2010,2010,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2011,2011,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2012,2012,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2013,2013,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2015,2015,1000 US$,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2016,2016,1000 US$,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2017,2017,1000 US$,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2018,2018,1000 US$,2,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2199.2,"Other live animals, n.e.c.",2020,2020,1000 US$,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.2,"Other live animals, n.e.c.",2010,2010,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.2,"Other live animals, n.e.c.",2011,2011,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.2,"Other live animals, n.e.c.",2012,2012,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,276,Germany,5922,Export Value,2199.2,"Other live animals, n.e.c.",2013,2013,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2010,2010,1000 Head,5,T,Unofficial figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2011,2011,1000 Head,1,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2012,2012,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2013,2013,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2014,2014,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2015,2015,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2016,2016,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2017,2017,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2018,2018,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2019,2019,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2020,2020,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2191,Rabbits and hares,2021,2021,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2010,2010,1000 US$,42,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2011,2011,1000 US$,92,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2012,2012,1000 US$,129,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2013,2013,1000 US$,274,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2014,2014,1000 US$,240,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2015,2015,1000 US$,368,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2016,2016,1000 US$,399,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2017,2017,1000 US$,84,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2018,2018,1000 US$,214,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2019,2019,1000 US$,122,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2020,2020,1000 US$,274,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2191,Rabbits and hares,2021,2021,1000 US$,543,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2010,2010,1000 Head,47,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2011,2011,1000 Head,48,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2012,2012,1000 Head,16,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2013,2013,1000 Head,1,T,Unofficial figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2014,2014,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2015,2015,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2016,2016,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2017,2017,1000 Head,1,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2018,2018,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2019,2019,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2191,Rabbits and hares,2021,2021,1000 Head,0,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2010,2010,1000 US$,1148,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2011,2011,1000 US$,1117,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2012,2012,1000 US$,466,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2013,2013,1000 US$,29,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2014,2014,1000 US$,11,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2015,2015,1000 US$,10,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2016,2016,1000 US$,5,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2017,2017,1000 US$,47,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2018,2018,1000 US$,8,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2019,2019,1000 US$,13,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2191,Rabbits and hares,2021,2021,1000 US$,481,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2010,2010,Head,39260,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2011,2011,Head,55085,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2012,2012,Head,57120,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2013,2013,Head,73014,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2014,2014,Head,71646,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2015,2015,Head,80025,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2016,2016,Head,130204,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2017,2017,Head,125907,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2018,2018,Head,172629,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2019,2019,Head,133637,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2020,2020,Head,159809,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2122,Sheep,2021,2021,Head,233112,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2010,2010,1000 US$,4555,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2011,2011,1000 US$,7517,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2012,2012,1000 US$,7623,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2013,2013,1000 US$,10077,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2014,2014,1000 US$,9770,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2015,2015,1000 US$,9624,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2016,2016,1000 US$,14916,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2017,2017,1000 US$,15147,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2018,2018,1000 US$,21915,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2019,2019,1000 US$,15385,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2020,2020,1000 US$,20790,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2122,Sheep,2021,2021,1000 US$,34153,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2010,2010,Head,44703,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2011,2011,Head,40149,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2012,2012,Head,50510,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2013,2013,Head,20712,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2014,2014,Head,20746,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2015,2015,Head,12612,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2016,2016,Head,9839,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2017,2017,Head,9802,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2018,2018,Head,8052,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2019,2019,Head,16141,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2020,2020,Head,15134,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2122,Sheep,2021,2021,Head,17188,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2010,2010,1000 US$,4935,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2011,2011,1000 US$,5005,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2012,2012,1000 US$,6980,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2013,2013,1000 US$,2676,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2014,2014,1000 US$,2788,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2015,2015,1000 US$,1506,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2016,2016,1000 US$,1246,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2017,2017,1000 US$,1579,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2018,2018,1000 US$,958,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2019,2019,1000 US$,1762,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2020,2020,1000 US$,2153,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2122,Sheep,2021,2021,1000 US$,2882,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2010,2010,Head,12173194,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2011,2011,Head,12902105,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2012,2012,Head,14191997,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2013,2013,Head,14150339,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2014,2014,Head,14894670,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2015,2015,Head,14368612,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2016,2016,Head,15542605,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2017,2017,Head,15191521,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2018,2018,Head,14052852,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2019,2019,Head,13777357,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2020,2020,Head,12389432,A,Official figure
TCL,Crops and livestock products,276,Germany,5608,Import Quantity,2140,Swine / pigs,2021,2021,Head,10628069,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2010,2010,1000 US$,1324388,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2011,2011,1000 US$,1488032,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2012,2012,1000 US$,1668697,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2013,2013,1000 US$,1766278,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2014,2014,1000 US$,1636071,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2015,2015,1000 US$,1132411,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2016,2016,1000 US$,1371592,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2017,2017,1000 US$,1495602,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2018,2018,1000 US$,1152205,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2019,2019,1000 US$,1333570,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2020,2020,1000 US$,1105070,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2140,Swine / pigs,2021,2021,1000 US$,679770,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2010,2010,Head,2414878,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2011,2011,Head,2747865,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2012,2012,Head,3470900,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2013,2013,Head,3216293,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2014,2014,Head,3512535,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2015,2015,Head,3209888,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2016,2016,Head,2464606,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2017,2017,Head,2436522,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2018,2018,Head,2500287,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2019,2019,Head,2068207,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2020,2020,Head,2180304,A,Official figure
TCL,Crops and livestock products,276,Germany,5908,Export Quantity,2140,Swine / pigs,2021,2021,Head,1905226,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2010,2010,1000 US$,265024,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2011,2011,1000 US$,315241,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2012,2012,1000 US$,486099,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2013,2013,1000 US$,459629,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2014,2014,1000 US$,460370,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2015,2015,1000 US$,262583,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2016,2016,1000 US$,195691,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2017,2017,1000 US$,228237,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2018,2018,1000 US$,195695,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2019,2019,1000 US$,197491,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2020,2020,1000 US$,207627,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2140,Swine / pigs,2021,2021,1000 US$,165735,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2010,2010,1000 Head,3814,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2011,2011,1000 Head,6816,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2012,2012,1000 Head,7593,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2013,2013,1000 Head,7979,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2014,2014,1000 Head,7893,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2015,2015,1000 Head,6971,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2016,2016,1000 Head,8231,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2017,2017,1000 Head,8793,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2018,2018,1000 Head,12325,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2019,2019,1000 Head,11805,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2020,2020,1000 Head,12482,A,Official figure
TCL,Crops and livestock products,276,Germany,5609,Import Quantity,2152,Turkeys,2021,2021,1000 Head,12888,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2010,2010,1000 US$,82564,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2011,2011,1000 US$,174082,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2012,2012,1000 US$,176972,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2013,2013,1000 US$,193426,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2014,2014,1000 US$,187536,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2015,2015,1000 US$,138484,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2016,2016,1000 US$,156310,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2017,2017,1000 US$,149272,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2018,2018,1000 US$,180769,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2019,2019,1000 US$,164548,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2020,2020,1000 US$,174371,A,Official figure
TCL,Crops and livestock products,276,Germany,5622,Import Value,2152,Turkeys,2021,2021,1000 US$,161944,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2010,2010,1000 Head,8677,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2011,2011,1000 Head,12079,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2012,2012,1000 Head,12593,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2013,2013,1000 Head,14002,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2014,2014,1000 Head,17582,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2015,2015,1000 Head,18791,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2016,2016,1000 Head,22597,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2017,2017,1000 Head,23665,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2018,2018,1000 Head,26498,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2019,2019,1000 Head,26057,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2020,2020,1000 Head,25947,A,Official figure
TCL,Crops and livestock products,276,Germany,5909,Export Quantity,2152,Turkeys,2021,2021,1000 Head,20732,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2010,2010,1000 US$,33421,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2011,2011,1000 US$,39107,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2012,2012,1000 US$,33806,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2013,2013,1000 US$,39967,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2014,2014,1000 US$,47561,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2015,2015,1000 US$,40987,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2016,2016,1000 US$,48910,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2017,2017,1000 US$,49455,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2018,2018,1000 US$,58061,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2019,2019,1000 US$,51657,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2020,2020,1000 US$,49978,A,Official figure
TCL,Crops and livestock products,276,Germany,5922,Export Value,2152,Turkeys,2021,2021,1000 US$,39759,A,Official figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2132,Asses,2016,2016,Head,61,A,Official figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2132,Asses,2017,2017,Head,1,A,Official figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2132,Asses,2018,2018,Head,6,A,Official figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2132,Asses,2019,2019,Head,1,A,Official figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2132,Asses,2020,2020,Head,1,T,Unofficial figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2132,Asses,2016,2016,1000 US$,5,A,Official figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2132,Asses,2017,2017,1000 US$,36,A,Official figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2132,Asses,2018,2018,1000 US$,10,A,Official figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2132,Asses,2019,2019,1000 US$,1,A,Official figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2132,Asses,2020,2020,1000 US$,0,T,Unofficial figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2112,Buffalo,2013,2013,Head,0,A,Official figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2112,Buffalo,2014,2014,Head,2,T,Unofficial figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2112,Buffalo,2016,2016,Head,0,A,Official figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2112,Buffalo,2017,2017,Head,0,A,Official figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2112,Buffalo,2020,2020,Head,9,T,Unofficial figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2112,Buffalo,2013,2013,1000 US$,0,A,Official figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2112,Buffalo,2014,2014,1000 US$,0,T,Unofficial figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2112,Buffalo,2016,2016,1000 US$,4,A,Official figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2112,Buffalo,2017,2017,1000 US$,0,A,Official figure
TCL,Crops and livestock products,288,Ghana,5622,Import Value,2112,Buffalo,2020,2020,1000 US$,8,T,Unofficial figure
TCL,Crops and livestock products,288,Ghana,5608,Import Quantity,2121.01,Camels,2017,2017,Head,3,A,Official figure
